theta: 	radius: 	period: 	PE: 	KE: 
0	8926.12	91.2	-0.0044228	4834.24
0	8935.95	91.3	-0.00441793	4834.24
0	8945.78	91.4	-0.00441308	4834.24
0	8955.62	91.5	-0.00440823	4834.24
0	8965.45	91.6	-0.0044034	4834.24
0	8975.28	91.7	-0.00439857	4834.24
0	8985.11	91.8	-0.00439376	4834.24
0	8994.95	91.9	-0.00438895	4834.24
0	9004.78	92	-0.00438416	4834.24
0	9014.61	92.1	-0.00437938	4834.24
0	9024.45	92.2	-0.00437461	4834.24
0	9034.28	92.3	-0.00436985	4834.24
0	9044.11	92.4	-0.0043651	4834.24
0	9053.94	92.5	-0.00436036	4834.24
0	9063.78	92.6	-0.00435563	4834.24
0	9073.61	92.7	-0.00435091	4834.24
0	9083.44	92.8	-0.0043462	4834.24
0	9093.28	92.9	-0.0043415	4834.24
0	9103.11	93	-0.00433681	4834.24
0	9112.94	93.1	-0.00433213	4834.24
0	9122.77	93.2	-0.00432746	4834.24
0	9132.61	93.3	-0.0043228	4834.24
0	9142.44	93.4	-0.00431815	4834.24
0	9152.27	93.5	-0.00431351	4834.24
0	9162.11	93.6	-0.00430888	4834.24
0	9171.94	93.7	-0.00430426	4834.24
0	9181.77	93.8	-0.00429965	4834.24
0	9191.6	93.9	-0.00429505	4834.24
0	9201.44	94	-0.00429046	4834.24
0	9211.27	94.1	-0.00428588	4834.24
0	9221.1	94.2	-0.00428131	4834.24
0	9230.94	94.3	-0.00427675	4834.24
0	9240.77	94.4	-0.0042722	4834.24
0	9250.6	94.5	-0.00426766	4834.24
0	9260.43	94.6	-0.00426313	4834.24
0	9270.27	94.7	-0.00425861	4834.24
0	9280.1	94.8	-0.00425409	4834.24
0	9289.93	94.9	-0.00424959	4834.24
0	9299.77	95	-0.0042451	4834.24
0	9309.6	95.1	-0.00424061	4834.24
0	9319.43	95.2	-0.00423614	4834.24
0	9329.26	95.3	-0.00423168	4834.24
0	9339.1	95.4	-0.00422722	4834.24
0	9348.93	95.5	-0.00422277	4834.24
0	9358.76	95.6	-0.00421834	4834.24
0	9368.6	95.7	-0.00421391	4834.24
0	9378.43	95.8	-0.00420949	4834.24
0	9388.26	95.9	-0.00420508	4834.24
0	9398.09	96	-0.00420068	4834.24
0	9407.93	96.1	-0.00419629	4834.24
0	9417.76	96.2	-0.00419191	4834.24
0	9427.59	96.3	-0.00418754	4834.24
0	9437.43	96.4	-0.00418318	4834.24
0	9447.26	96.5	-0.00417882	4834.24
0	9457.09	96.6	-0.00417448	4834.24
0	9466.92	96.7	-0.00417014	4834.24
0	9476.76	96.8	-0.00416582	4834.24
0	9486.59	96.9	-0.0041615	4834.24
0	9496.42	97	-0.00415719	4834.24
0	9506.26	97.1	-0.00415289	4834.24
0	9516.09	97.2	-0.0041486	4834.24
0	9525.92	97.3	-0.00414432	4834.24
0	9535.75	97.4	-0.00414004	4834.24
0	9545.59	97.5	-0.00413578	4834.24
0	9555.42	97.6	-0.00413152	4834.24
0	9565.25	97.7	-0.00412727	4834.24
0	9575.09	97.8	-0.00412304	4834.24
0	9584.92	97.9	-0.00411881	4834.24
0	9594.75	98	-0.00411459	4834.24
0	9604.58	98.1	-0.00411037	4834.24
0	9614.42	98.2	-0.00410617	4834.24
0	9624.25	98.3	-0.00410197	4834.24
0	9634.08	98.4	-0.00409779	4834.24
0	9643.91	98.5	-0.00409361	4834.24
0	9653.75	98.6	-0.00408944	4834.24
0	9663.58	98.7	-0.00408528	4834.24
0	9673.41	98.8	-0.00408113	4834.24
0	9683.25	98.9	-0.00407698	4834.24
0	9693.08	99	-0.00407285	4834.24
0	9702.91	99.1	-0.00406872	4834.24
0	9712.74	99.2	-0.0040646	4834.24
0	9722.58	99.3	-0.00406049	4834.24
0	9732.41	99.4	-0.00405639	4834.24
0	9742.24	99.5	-0.00405229	4834.24
0	9752.08	99.6	-0.00404821	4834.24
0	9761.91	99.7	-0.00404413	4834.24
0	9771.74	99.8	-0.00404006	4834.24
0	9781.57	99.9	-0.004036	4834.24
